"id","price_doc"
30724,12486856
30725,7523295
30726,12463958
30727,9824740
30728,11800658
30729,3953723.25
30730,6682189.5
30731,6757137.5
30732,4032864.75
30733,10676062
30734,7552098.5
30735,5902969
30736,5902088
30737,6913183.5
30738,6380166
30739,4998880.5
30740,7226454
30741,11466958
30742,4612384.5
30743,5400974.5
30744,9641808
30745,7290466
30746,6040693
30747,16693236
30748,17515624
30749,5458467.5
30750,6749380.5
30751,3203404.75
30752,7927687.5
30753,9932106
30754,6272481
30755,5322339
30756,7696213
30757,5906967
30758,10931464
30759,6683748.5
30760,4676652
30761,10015338
30762,7094167
30763,11976956
30764,6466400
30765,6059568
30766,3946158
30767,10767608
30768,4767564
30769,7889065
30770,6389427
30771,3126011.75
30772,8698592
30773,8380647
30774,6283606
30775,13029556
30776,6304458.5
30777,6448278
30778,9591886
30779,6897886
30780,8125582.5
30781,7126291
30782,5582125.5
30783,6026391.5
30784,3900217.5
30785,5857391.5
30786,4560768
30787,6936718
30788,5972983.5
30789,8018025
30790,7181961.5
30791,10555430
30792,7636712.5
30793,11227774
30794,14746258
30795,12442040
30796,12272560
30797,14661592
30798,3013563
30799,11069770
30800,16453414
30801,6677921
30802,21212060
30803,3095658.25
30804,4017179.25
30805,15218760
30806,7606467.5
30807,6487916
30808,10814028
30809,5528327
30810,11566756
30811,4670807.5
30812,5968401
30813,5335847.5
30814,2873949.5
30815,4112023.5
30816,8368875
30817,2014753.125
30818,8129806.5
30819,8520672
30820,5567643.5
30821,27467938
30822,8966630
30823,8837510
30824,3931638.25
30825,5851748
30826,11443648
30827,5786857.5
30828,6125664
30829,6178844.5
30830,9181222
30831,7098723.5
30832,6330292
30833,5808372.5
30834,4423168.5
30835,8789290
30836,7245146.5
30837,5302237.5
30838,4644908.5
30839,6559793.5
30840,11758920
30841,11487116
30842,7489582.5
30843,5877511.5
30844,7725914.5
30845,9757470
30846,4925850
30847,6234891.5
30848,8397042
30849,4768184.5
30850,4222175
30851,5313024.5
30852,6744483
30853,4484872
30854,6682551
30855,7828939.5
30856,8775304
30857,2630678.25
30858,4790746
30859,6131881.5
30860,6457013
30861,9320574
30862,7094300
30863,6026837.5
30864,6962748
30865,10275442
30866,7630180.5
30867,6364537.5
30868,9411100
30869,6257753.5
30870,5884141
30871,9666016
30872,5172757.5
30873,4060202.5
30874,5281339
30875,6829835
30876,5282578
30877,10699772
30878,6119029.5
30879,12155812
30880,6819623.5
30881,1969899.375
30882,11513298
30883,3849263.75
30884,6223115.5
30885,5485926.5
30886,8081041
30887,6143049
30888,4859509
30889,5704699
30890,7594836
30891,3802714
30892,4009742.75
30893,4843054
30894,6121243
30895,4681692.5
30896,7220803.5
30897,8257799
30898,7287042.5
30899,7414969.5
30900,3664901.25
30901,6851173.5
30902,2143472.75
30903,7847320
30904,8147151
30905,6196243.5
30906,6796341.5
30907,12480768
30908,4507421
30909,14139352
30910,7455798
30911,4622162
30912,7026581.5
30913,21561586
30914,6387814.5
30915,8662754
30916,6044857
30917,8910822
30918,7288284
30919,5304745
30920,5374531
30921,4289505
30922,6545067
30923,3677176.5
30924,5465795
30925,15643352
30926,7806596
30927,8251487.5
30928,5255841.5
30929,5418738.5
30930,11088744
30931,11357952
30932,5398966
30933,4693847.5
30934,14060490
30935,7245050.5
30936,7554742.5
30937,8944414
30938,4867667
30939,10602456
30940,7210030
30941,6776496.5
30942,3904432.75
30943,6895096.5
30944,5543831.5
30945,3876937.75
30946,13653802
30947,7313592.5
30948,8552354
30949,6591062
30950,6938451
30951,17363434
30952,8276510.5
30953,11197022
30954,5107639
30955,7041766
30956,8202252
30957,6323559.5
30958,35875080
30959,8627868
30960,8051230.5
30961,9759356
30962,11812638
30963,3991584.5
30964,5622722
30965,7361291.5
30966,12549326
30967,12439832
30968,3651159.25
30969,3577123.25
30970,6617505.5
30971,11225072
30972,3794809.25
30973,5459297
30974,5257417.5
30975,8036412.5
30976,5577074
30977,7609926.5
30978,8170979
30979,3924442.25
30980,7945679.5
30981,6163589
30982,6952688.5
30983,4114410.75
30984,6240027
30985,3756783.5
30986,10300214
30987,9194510
30988,6609306
30989,8179294.5
30990,12864236
30991,9433472
30992,3185169
30993,7754537.5
30994,5609065
30995,7823947
30996,6145511
30997,7422142
30998,7144144
30999,7781419
31000,8633464
31001,6879260
31002,10334836
31003,10124232
31004,4405603.5
31005,3269951.5
31006,8172919
31007,5580289.5
31008,5872328.5
31009,7514970
31010,6928235.5
31011,4505372.5
31012,6267555
31013,7586083.5
31014,17257978
31015,8281936.5
31016,4466981.5
31017,9818692
31018,6073400
31019,4557732.5
31020,7434192
31021,12310716
31022,20259720
31023,9878338
31024,5081188.5
31025,6525988
31026,6799297.5
31027,4637763.5
31028,4424744
31029,9193614
31030,7672243.5
31031,9396558
31032,10481554
31033,8758110
31034,7790888
31035,10299294
31036,7379249
31037,27131392
31038,4607546.5
31039,9631778
31040,6114505
31041,4595593.5
31042,3735419.5
31043,6817204.5
31044,10028746
31045,8008198
31046,13417926
31047,8581592
31048,6438384.5
31049,5283524
31050,8106983.5
31051,6630487.5
31052,4015014
31053,18087518
31054,6913507.5
31055,6037740.5
31056,12793690
31057,5808783
31058,7283202.5
31059,3208803
31060,7249595.5
31061,6951891
31062,7153887.5
31063,3866237.75
31064,5280387
31065,10572800
31066,4809218
31067,9087342
31068,4455260.5
31069,4779981.5
31070,5060280.5
31071,3699965.75
31072,8716602
31073,1981459.25
31074,7830036
31075,7233708.5
31076,7467094
31077,6046776.5
31078,4542406
31079,5461725
31080,6944596.5
31081,3313220
31082,11645664
31083,5569877.5
31084,9818692
31085,12944334
31086,4266751
31087,5218798
31088,8484652
31089,7190661.5
31090,33173806
31091,3561790.5
31092,7273172
31093,6483898
31094,6662188
31095,5381443
31096,23185424
31097,11694102
31098,10986918
31099,21968182
31100,5227523.5
31101,4408520
31102,6385156.5
31103,11996114
31104,5739983.5
31105,8995070
31106,4583591.5
31107,11948428
31108,7182837
31109,6005819.5
31110,9627098
31111,11226702
31112,6374424
31113,3825661.5
31114,5159167.5
31115,6071260
31116,5916587.5
31117,6918803
31118,4089427.25
31119,3483124.5
31120,6001656.5
31121,6576988
31122,5920660.5
31123,5156554.5
31124,5679361
31125,14071346
31126,19154086
31127,6215500.5
31128,6458552
31129,5973634
31130,12448546
31131,7557077
31132,9553242
31133,10935858
31134,6442235
31135,11110048
31136,10112676
31137,4642631
31138,7270589.5
31139,4232467.5
31140,7378527.5
31141,7881852.5
31142,9881602
31143,5203950
31144,4020688
31145,6189168.5
31146,5759783.5
31147,13750030
31148,6583063.5
31149,2195074.25
31150,8454284
31151,5763739
31152,8974552
31153,5649899.5
31154,15602914
31155,6816553.5
31156,7849016
31157,4836761.5
31158,9468086
31159,6778221.5
31160,5457583
31161,3503170.75
31162,4855320
31163,6064099
31164,6301415.5
31165,5912847
31166,6130230
31167,7829432.5
31168,11350800
31169,7895624.5
31170,5623240
31171,14001846
31172,5829004.5
31173,10973312
31174,9810736
31175,16995268
31176,5297571
31177,8546622
31178,4634938.5
31179,5547371.5
31180,4569286
31181,9249344
31182,7941185.5
31183,8220232.5
31184,5655461
31185,4405603.5
31186,9249840
31187,4056370
31188,5157295.5
31189,5524483
31190,7576413.5
31191,13419068
31192,4414461.5
31193,5753743
31194,11588026
31195,9242676
31196,5213820.5
31197,15633768
31198,6509836
31199,6944596.5
31200,10812634
31201,4146925.25
31202,3987654.25
31203,6883948.5
31204,3875277
31205,9268406
31206,6201577.5
31207,4498334
31208,5280913.5
31209,4358676
31210,6059636.5
31211,7799683.5
31212,5115075.5
31213,10865234
31214,7056088.5
31215,5210747.5
31216,6234675.5
31217,7314716.5
31218,8753128
31219,3760527.75
31220,7840894
31221,4030361.75
31222,7094483.5
31223,9804610
31224,7435807.5
31225,11590276
31226,6850598
31227,9634310
31228,11316362
31229,5172531.5
31230,5950116
31231,4553060
31232,7820590
31233,6881687
31234,7507873.5
31235,5847212.5
31236,6807047
31237,11108600
31238,6944596.5
31239,12325888
31240,7231361.5
31241,6690093
31242,7353236.5
31243,3961379.25
31244,7317110
31245,7790420.5
31246,11162176
31247,6021025
31248,7487994.5
31249,9852316
31250,6408511.5
31251,7186686
31252,6821039
31253,9273182
31254,5790462.5
31255,11543096
31256,7308405
31257,5477106.5
31258,9662198
31259,10416582
31260,8188189
31261,20227368
31262,6210354
31263,6369326.5
31264,4200190.5
31265,12028098
31266,7748398
31267,4273624
31268,4535045.5
31269,8773794
31270,4393985.5
31271,5611480.5
31272,17214846
31273,8425280
31274,6302913
31275,6812681.5
31276,5697379
31277,5757299
31278,14052858
31279,14726452
31280,8766110
31281,7265670
31282,12287010
31283,6926574
31284,4694881
31285,5770528.5
31286,8108098.5
31287,10171428
31288,4667123
31289,10185088
31290,6206226
31291,6305288
31292,4187852.75
31293,7263229
31294,4101882.5
31295,18623442
31296,9861268
31297,9596372
31298,3941591.25
31299,9846964
31300,7511590
31301,6702796.5
31302,5252185.5
31303,8877998
31304,7264591
31305,10335504
31306,3339931.25
31307,6437754
31308,8477304
31309,9660106
31310,63273696
31311,5359715
31312,6304549
31313,12048394
31314,6881687
31315,10068666
31316,12426120
31317,18062256
31318,9214544
31319,7008774.5
31320,6223285.5
31321,7654750.5
31322,7735243.5
31323,8552318
31324,7200770.5
31325,6544805
31326,6176420
31327,8042230
31328,14220060
31329,5858177.5
31330,10970534
31331,8613180
31332,6152034.5
31333,5556078.5
31334,4535045.5
31335,8765324
31336,8394968
31337,7886107
31338,4488915
31339,5217358.5
31340,7189616
31341,9852316
31342,5779490.5
31343,3796168
31344,4067267.25
31345,5293107
31346,3992846.75
31347,9178386
31348,11796556
31349,12141666
31350,3823046.5
31351,5780463
31352,10336068
31353,5548169.5
31354,8181052.5
31355,10116252
31356,4681299.5
31357,5304635
31358,2628602.5
31359,6651339.5
31360,10004906
31361,4853344
31362,10104136
31363,5869952
31364,3891284
31365,3866237.75
31366,7301931
31367,9302560
31368,6841197.5
31369,4562335.5
31370,9655548
31371,8918810
31372,7184664
31373,5556924
31374,7255565.5
31375,5964281
31376,6949879
31377,10343948
31378,6283912
31379,35158896
31380,4896453
31381,7936028
31382,5703108
31383,8311429
31384,25244726
31385,13514936
31386,9280822
31387,12198646
31388,5417577
31389,4873254
31390,8162386
31391,5652450
31392,10112572
31393,8949944
31394,6304340.5
31395,4362422
31396,9974442
31397,7487568.5
31398,2703771
31399,11940124
31400,4699435.5
31401,12125326
31402,10794206
31403,5270865
31404,5080303
31405,4524499
31406,6457775
31407,3631043.25
31408,6966205
31409,4816045.5
31410,11980768
31411,8477796
31412,10638470
31413,7568571
31414,4791058
31415,14879826
31416,6975247
31417,5813414
31418,8121252
31419,10646100
31420,9650694
31421,6780627.5
31422,6861682
31423,7497255
31424,22225624
31425,6169412.5
31426,4994562
31427,8131501
31428,7797499
31429,14486632
31430,5084442
31431,5993708.5
31432,5464962.5
31433,5902119
31434,4170717
31435,11452164
31436,9564186
31437,12949486
31438,9248500
31439,20771494
31440,7767634
31441,6953208
31442,7986898.5
31443,13511778
31444,7226133
31445,8558692
31446,12624088
31447,6896099.5
31448,9215350
31449,9133662
31450,6695435
31451,8641566
31452,11177618
31453,3416454
31454,6027873
31455,7925267.5
31456,5280387
31457,5154614
31458,16688472
31459,8361400
31460,5343296.5
31461,4805901.5
31462,3927766
31463,6016200.5
31464,8636978
31465,5678381.5
31466,53910244
31467,3829908.25
31468,15653770
31469,5277352
31470,6085351.5
31471,13233106
31472,2707753.5
31473,7667521.5
31474,4687782
31475,7841535.5
31476,22499138
31477,7699851
31478,5680788.5
31479,6089236.5
31480,10478384
31481,8575762
31482,10072228
31483,10038100
31484,7231237.5
31485,3298684.75
31486,3173840
31487,4790769
31488,15660504
31489,8224169.5
31490,4981145
31491,6806742.5
31492,8567598
31493,9736616
31494,5871596.5
31495,6170713
31496,10303620
31497,4910831
31498,6473978
31499,11526668
31500,11391082
31501,9855426
31502,9964752
31503,5703767.5
31504,10524186
31505,18556362
31506,8155227.5
31507,7237816.5
31508,6870207.5
31509,5861928.5
31510,6700813
31511,5337298.5
31512,6431577
31513,22619886
31514,26025956
31515,2257521.5
31516,15452344
31517,6243170.5
31518,8570382
31519,6763719.5
31520,7917563.5
31521,4846802.5
31522,4646388.5
31523,7570097
31524,9594978
31525,11988756
31526,6183058
31527,7095161.5
31528,4834105.5
31529,6186893.5
31530,6428759.5
31531,9360540
31532,6174333
31533,15869344
31534,7878607
31535,10783280
31536,8003382.5
31537,4604979
31538,5315659.5
31539,3953089.5
31540,9818692
31541,3204446.75
31542,5590817
31543,3948861.5
31544,5162027
31545,7968993.5
31546,12903570
31547,6752786.5
31548,6185581.5
31549,6180113
31550,5612255.5
31551,5923480.5
31552,7943895.5
31553,6445185.5
31554,8121829
31555,4130582.75
31556,7723240
31557,6154712
31558,10111066
31559,3041688
31560,7986368.5
31561,7227657.5
31562,39331028
31563,3961552.75
31564,9352000
31565,9584716
31566,6138248
31567,18299988
31568,7682853.5
31569,7278204.5
31570,7063216.5
31571,6868787.5
31572,3863752.25
31573,5761140.5
31574,11678486
31575,6130589.5
31576,7197397
31577,5517178.5
31578,9155782
31579,5861290
31580,7557347.5
31581,5783652.5
31582,6873190
31583,8643352
31584,4313149
31585,7008774.5
31586,12885306
31587,14633594
31588,9578542
31589,3920917
31590,5390956.5
31591,7096969
31592,7896734.5
31593,8437582
31594,8680552
31595,5768761.5
31596,3978200.5
31597,6154123.5
31598,3788738.5
31599,6623317.5
31600,7765373
31601,15180970
31602,5962503.5
31603,15329116
31604,4655577.5
31605,5343296.5
31606,6722996
31607,8004507
31608,5826833
31609,6068266.5
31610,7907832
31611,6095747
31612,6176054.5
31613,5066803
31614,15190366
31615,9828696
31616,11198730
31617,4976213
31618,7661114
31619,10170428
31620,4781560
31621,5555010.5
31622,30810806
31623,10812084
31624,5123010.5
31625,10348548
31626,6208806.5
31627,7954989
31628,11544442
31629,9914148
31630,4382751.5
31631,6310556
31632,17273592
31633,5572934
31634,9260716
31635,13380362
31636,6157442
31637,5955439
31638,8007557.5
31639,3980363.75
31640,11372844
31641,4165127.75
31642,3697688.5
31643,5806944.5
31644,10527836
31645,6007059
31646,9278400
31647,5656769
31648,12603226
31649,6262695.5
31650,7166676.5
31651,13104724
31652,5852961.5
31653,5789470
31654,6222843
31655,4521618
31656,22713612
31657,7825634.5
31658,4789558
31659,7816753.5
31660,5771624
31661,5602670
31662,7077354.5
31663,4089427.25
31664,3885536.75
31665,4438467
31666,6253877
31667,8138197
31668,9789510
31669,12549226
31670,7143649.5
31671,6274195
31672,8700362
31673,8644580
31674,10029712
31675,7996441
31676,7795764
31677,5202144
31678,5612838.5
31679,8957702
31680,7867547
31681,6906042.5
31682,4126068
31683,7008774.5
31684,5600061.5
31685,3715061.25
31686,13270704
31687,11143530
31688,11403718
31689,4004794.75
31690,7834269.5
31691,3999801.25
31692,4612803
31693,6558867
31694,8424394
31695,7195714.5
31696,3650745.25
31697,5574412
31698,3594661.75
31699,5907933
31700,6027328.5
31701,8974098
31702,6275265
31703,9214994
31704,6467638.5
31705,9813614
31706,5821289.5
31707,12656588
31708,9018072
31709,5675472.5
31710,11384336
31711,7569422.5
31712,9459092
31713,6191020
31714,5531566.5
31715,5305475
31716,6289911.5
31717,10609060
31718,5269633
31719,7608529
31720,4856999
31721,4619206.5
31722,5920660.5
31723,5652125
31724,6074932
31725,5468241
31726,12874174
31727,6958959
31728,4804085.5
31729,7455198.5
31730,3768403.5
31731,7609028
31732,8245759.5
31733,4245913
31734,4794420.5
31735,3262388.25
31736,6992740.5
31737,5519957.5
31738,6261484
31739,6310002.5
31740,7981332
31741,12533372
31742,12922462
31743,8335634
31744,5052468.5
31745,3862928.5
31746,10367372
31747,5355600
31748,18005680
31749,5930556
31750,10272514
31751,8580748
31752,4383079.5
31753,3965529.75
31754,9409574
31755,11234540
31756,2396671
31757,6388876.5
31758,6232944.5
31759,6656421
31760,6304827
31761,19469988
31762,2677613.75
31763,12050738
31764,6892744.5
31765,3996517.75
31766,9452912
31767,3844022.5
31768,7205385
31769,10645526
31770,3877871.5
31771,4221561.5
31772,8768114
31773,5901058
31774,6840856
31775,11751250
31776,2185764.25
31777,4684689
31778,10377152
31779,8825066
31780,7265670
31781,7871029
31782,6850765
31783,3874104.25
31784,5947906
31785,6423003.5
31786,5320579
31787,7005131
31788,5927974.5
31789,6304827
31790,4168166.25
31791,9846928
31792,7435562.5
31793,8893402
31794,7016670
31795,5705526.5
31796,5313751
31797,14734058
31798,7844111
31799,4519629
31800,5979540.5
31801,3713544.25
31802,7105925.5
31803,7962518.5
31804,5541815
31805,3788749.25
31806,7419159
31807,7445871
31808,8811214
31809,6925312
31810,4268694.5
31811,8481624
31812,6488012
31813,6763935
31814,6544558.5
31815,6285067
31816,5086999.5
31817,3894015.5
31818,6458523.5
31819,6165561
31820,11035912
31821,12328306
31822,6050007.5
31823,5066803
31824,4088414.75
31825,5158814.5
31826,6369985.5
31827,8357876.5
31828,5776208.5
31829,9576456
31830,7657523.5
31831,3364877.25
31832,12431676
31833,11905948
31834,6893482
31835,4899593
31836,8700226
31837,3619694.5
31838,8611246
31839,5210826.5
31840,10153022
31841,5515650.5
31842,7574178.5
31843,3866237.75
31844,6611469
31845,9280518
31846,5284413
31847,5514641.5
31848,6127106.5
31849,9083200
31850,6881687
31851,12064992
31852,8424394
31853,9818692
31854,6690093
31855,4603604
31856,7100353.5
31857,9928866
31858,12385366
31859,35767288
31860,7016875.5
31861,15427290
31862,7368832
31863,10152744
31864,3509860.75
31865,5571499
31866,3741781.75
31867,8686218
31868,5575399
31869,11399508
31870,3723414.75
31871,5193689
31872,12078612
31873,6780027.5
31874,5613266.5
31875,5990826.5
31876,5639953.5
31877,22810994
31878,3862261
31879,8348593.5
31880,10446560
31881,5018119
31882,16413640
31883,5507956
31884,5732958
31885,5732915
31886,9461192
31887,9304200
31888,4140447.25
31889,12672080
31890,5301965.5
31891,4208536
31892,4031068.25
31893,17637740
31894,8646332
31895,3949998.75
31896,3940455.25
31897,3676504
31898,4313149
31899,4435036
31900,6427652.5
31901,7309465.5
31902,7467438.5
31903,6142156.5
31904,4456522
31905,6966092
31906,4777494.5
31907,4006084.75
31908,3949206.5
31909,7985963.5
31910,4339564
31911,4201030
31912,7092443
31913,7472548.5
31914,6689971.5
31915,7503228
31916,4438467
31917,5873430
31918,4677589
31919,6859536.5
31920,4127818.75
31921,4608377
31922,6466356
31923,9089022
31924,14215210
31925,6898868
31926,9246940
31927,12246254
31928,7389929.5
31929,14188420
31930,7800225
31931,6642407
31932,8826252
31933,7737301
31934,6086563.5
31935,5038736.5
31936,4494717
31937,6728216.5
31938,6251302
31939,6841520
31940,7796863.5
31941,30019612
31942,6296671
31943,8537744
31944,4831992.5
31945,5963424.5
31946,12425602
31947,8844336
31948,6760055.5
31949,11073158
31950,12520084
31951,6277910.5
31952,6104202
31953,3934079.75
31954,11317664
31955,5425706.5
31956,9176434
31957,4688362
31958,4799160
31959,12031262
31960,6943096.5
31961,8964444
31962,5153041
31963,7364498.5
31964,5210221
31965,6741950.5
31966,15179656
31967,12877708
31968,7841047
31969,27113402
31970,6240075.5
31971,4422839
31972,5284121
31973,5233768
31974,7557650
31975,4213024
31976,4471095
31977,9450578
31978,5829145.5
31979,5004001
31980,5227315.5
31981,6527787.5
31982,10179098
31983,11995382
31984,8379345.5
31985,5248782
31986,4512797.5
31987,6237518.5
31988,7966355.5
31989,13197504
31990,3972995.5
31991,10568840
31992,5101820
31993,10832896
31994,7231378
31995,7602648.5
31996,12052808
31997,5801445.5
31998,4052169
31999,5960970.5
32000,6982509
32001,65252392
32002,22582524
32003,9366142
32004,7379508.5
32005,5144347.5
32006,15301870
32007,9856056
32008,6827114.5
32009,4011590.25
32010,8089013.5
32011,5388007
32012,2066264.125
32013,5987056
32014,6169766
32015,6729187.5
32016,6901176
32017,10909106
32018,7445082
32019,5877466.5
32020,6043443.5
32021,8505486
32022,5064056
32023,4323385.5
32024,6144798
32025,5921820.5
32026,4812995.5
32027,8703484
32028,5402766.5
32029,17379374
32030,4089012.75
32031,3924756
32032,8351533.5
32033,7914650
32034,4160631.25
32035,7586156
32036,7448384
32037,9255602
32038,6446726
32039,9574760
32040,15330040
32041,3635735.75
32042,6678937.5
32043,37922976
32044,5480389.5
32045,3959672.75
32046,8373085.5
32047,11352668
32048,14227282
32049,6884289
32050,11738390
32051,8425268
32052,6880516.5
32053,8339208
32054,7115230.5
32055,4531361
32056,9820190
32057,4520560.5
32058,5153805
32059,5633544
32060,6667152
32061,9727990
32062,6336339
32063,7050621.5
32064,9455090
32065,5809511
32066,6705235
32067,3937370.5
32068,5321853.5
32069,3912125
32070,13217916
32071,5420272.5
32072,4818954.5
32073,3753353.5
32074,5993879
32075,13348380
32076,20512196
32077,8684392
32078,4170290.75
32079,4554138
32080,5447028.5
32081,32034606
32082,5398430
32083,4078928.75
32084,6211913
32085,9429850
32086,8526080
32087,5930681.5
32088,29385390
32089,7720198
32090,14199000
32091,7176824.5
32092,5954017
32093,6159255
32094,8308953
32095,7135671
32096,4134187.5
32097,14068620
32098,6846774
32099,8011623.5
32100,8434732
32101,5445116.5
32102,5032473
32103,3852632.75
32104,6158439
32105,6572027
32106,7124935.5
32107,5508163
32108,4002580.5
32109,7347186.5
32110,3817534.25
32111,13756840
32112,18905258
32113,9239210
32114,7442041.5
32115,9911266
32116,6635254.5
32117,8439126
32118,7200754.5
32119,9421440
32120,12056582
32121,3870064.25
32122,9656134
32123,23337670
32124,8484352
32125,11488884
32126,7348301
32127,8084952.5
32128,6786815
32129,6163445
32130,3745439
32131,11959896
32132,2044929.25
32133,3975331
32134,4370940.5
32135,7525734.5
32136,11784458
32137,9785524
32138,6739501
32139,7608500.5
32140,6091595
32141,3283888.75
32142,4250221
32143,7541115
32144,4809642.5
32145,40741628
32146,7286632.5
32147,5610661.5
32148,5232400.5
32149,11357082
32150,5573263
32151,9617388
32152,5084748
32153,7245905
32154,4210178.5
32155,7467446.5
32156,5242026
32157,14629710
32158,10883586
32159,14783302
32160,5979914.5
32161,9895066
32162,8092635.5
32163,9045668
32164,15071814
32165,10066948
32166,9674110
32167,12230544
32168,9361000
32169,5078620
32170,12305438
32171,16765942
32172,8386025.5
32173,6670296
32174,9025684
32175,19480648
32176,5639125
32177,10692018
32178,6153044
32179,9646960
32180,7254800.5
32181,6380540.5
32182,4866718.5
32183,6041649.5
32184,13501120
32185,6697076
32186,8648460
32187,4317920.5
32188,9989028
32189,4383463.5
32190,5129140.5
32191,4727556
32192,14933928
32193,7535504
32194,3892350.25
32195,13557534
32196,18910478
32197,14069506
32198,6946743
32199,9426482
32200,9848218
32201,8442774
32202,4002844.5
32203,4363087
32204,6892730.5
32205,20104738
32206,8215380.5
32207,9992304
32208,6706904
32209,5096672
32210,6964210.5
32211,46296236
32212,6035772.5
32213,6715448
32214,8627530
32215,7162247
32216,6339221
32217,5950657.5
32218,6098871
32219,11484824
32220,6006415.5
32221,8067589.5
32222,5453876
32223,4790873.5
32224,5735848
32225,7234546
32226,7843985.5
32227,19630438
32228,11744686
32229,18098898
32230,5336133.5
32231,16177692
32232,4149901.5
32233,6334806.5
32234,12430818
32235,19437156
32236,8096353.5
32237,46172624
32238,6867386.5
32239,15515608
32240,8348206
32241,5130868.5
32242,5902269
32243,7945582.5
32244,5287473
32245,8519858
32246,7576460
32247,7001742
32248,9021966
32249,7852986.5
32250,7382031
32251,5328564.5
32252,7029118.5
32253,9344420
32254,33904656
32255,6086420.5
32256,6644482.5
32257,4104421.5
32258,7387385
32259,6336099.5
32260,9748454
32261,26603286
32262,8361073
32263,6773533
32264,5436369
32265,10739134
32266,15974786
32267,6681246.5
32268,4782902
32269,6727122.5
32270,10168450
32271,7052762
32272,3763702.5
32273,9227150
32274,5051177
32275,6716831
32276,9427860
32277,12377404
32278,8128641.5
32279,4499950.5
